1,アーティチョーク
2,アーモンド
3,合びきミンチ
4,青ネギ
5,アオベラ
6,青柳
7,赤貝
8,赤カブ
9,赤トウガラシ
10,赤ワイン
11,アケビ
12,アサイー
13,アサリ
14,アジ
15,アシタバ
16,小豆
17,アスパラガス
18,アスパラソバージュ
19,アセロラ
20,アナゴ
21,アボカド
22,甘鯛
23,あまなつ
24,あまに油
25,鮎
26,新玉ねぎ
27,アルファルファ
28,アロエ
29,アワビ
30,アンコウ
31,あんず
32,アンチョビ
33,イカ
34,いくら
35,イサキ
36,いちご
37,イチジク
38,糸こんにゃく
39,イワシ
40,ウイスキー
41,ウーロン茶
42,ウコン
43,うずらの卵
44,ウド
45,うどん
46,ウナギ
47,ウニ
48,海ブドウ
49,梅
50,梅干し
51,ウルイ
52,うるち米
53,エゴマ油
54,エシャロット
55,枝豆
56,エノキダケ
57,エビ
58,エリンギ
59,エンダイブ
60,オータムポエム
61,大麦
62,オールスパイス
63,オカヒジキ
64,おくら
65,お好み焼き粉
66,お酢
67,オリーブオイル
68,オリーブの実
69,オレガノ
70,オレンジ
71,カイワレダイコン
72,牡蠣
73,柿
74,カジカ
75,カジキ
76,カシューナッツ
77,片栗粉
78,カツオ
79,カニ
80,カブ
81,カボス
82,カボチャ
83,カボチャの種
84,カマス
85,カモミールティー
86,カラシナ
87,カリフラワー
88,カリン
89,カレイ
90,寒天
91,かんぴょう
92,キウイフルーツ
93,菊
94,キクラゲ
95,キス
96,きな粉
97,キャビア
98,キャベツ
99,牛薄切り
100,牛肩ロース
101,牛たん
102,牛肉
103,牛乳
104,牛バラ肉
105,牛ハラミ
106,牛ヒレ肉
107,牛ミンチ
108,キュウリ
109,牛レバー
110,行者にんにく
111,強力粉
112,キンカン
113,キンキ
114,キンサイ
115,ギンナン
116,金目鯛
117,グァバ
118,クウシンサイ
119,クコ
120,葛
121,グチ
122,クラゲ
123,クランベリー
124,栗
125,グリンピース
126,クルマエビ
127,クルミ
128,グレープフルーツ
129,クレソン
130,黒砂糖
131,黒酢
132,黒豆
133,クワイ
134,桑の実
135,ケール
136,ケガニ
137,ケチャップ
138,玄米
139,鯉
140,紅茶
141,コーヒー
142,ゴーヤ
143,ココア
144,ココナツ
145,こしょう
146,コチ
147,コチュジャン
148,ゴボウ
149,ゴマ
150,ごま油
151,小松菜
152,小麦
153,小麦粉
154,米酢
155,コンソメ
156,コンニャク
157,コンブ
158,ザーサイ
159,さくらんぼ
160,ザクロ
161,サザエ
162,ササゲ
163,雑穀米
164,サツマイモ
165,里芋
166,砂糖
167,サトウキビ
168,サバ
169,鯖缶
170,サヤインゲン
171,サヤエンドウ
172,鰆
173,サンザシ
174,山椒
175,サンチュ
176,秋刀魚
177,しいたけ
178,しお
179,シシトウガラシ
180,しじみ
181,シシャモ
182,シソ
183,島唐辛子
184,ジャガイモ
185,鮭
186,春菊
187,ジュンサイ
188,ショウガ
189,焼酎
190,醤油
191,白ネギ
192,白ワイン
193,新ジャガイモ
194,スイカ
195,スズキ
196,スターフルーツ
197,すだち
198,ズッキーニ
199,スプラウト
200,スモークサーモン
201,スモモ
202,ズワイガニ
203,セージ
204,セリ
205,セロリ
206,ゼンマイ
207,そば
208,そば粉
209,ソバの実
210,そら豆
211,タアサイ
212,鯛
213,大根
214,大豆
215,タイム
216,鷹の爪
217,タケノコ
218,タコ
219,たこ焼き粉
220,タチウオ
221,タデ
222,タピオカ
223,卵
224,玉ねぎ
225,鱈
226,たらこ
227,タラゴン
228,タラの芽
229,タンポポ
230,チーズ
231,チコリー
232,チャービル
233,中力粉
234,チョウセンニンジン
235,チンゲンサイ
236,ツクシ
237,ツナ缶
238,ツルナ
239,ツルムラサキ
240,テングサ
241,甜麺醤
242,トウガラシ
243,冬瓜
244,豆板醤
245,豆苗
246,トウモロコシ
247,ドクダミ
248,ドジョウ
249,トビウオ
250,トマト
251,ドリアン
252,鶏ガラスープの素
253,鶏かわ
254,鶏ささみ
255,鶏肉
256,鶏ミンチ
257,鶏むね肉
258,鶏モモ肉
259,トリュフ
260,トレビス
261,トンブリ
262,長ネギ
263,ナシ
264,なす
265,ナズナ
266,なたまめ
267,納豆
268,夏みかん
269,ナツメグ
270,ナバナ
271,ナマコ
272,ナメコ
273,ニシン
274,日本酒
275,ニラ
276,ニンジン
277,ニンニク
278,野沢菜
279,ノドグロ
280,ノビル
281,海苔
282,パイナップル
283,ハイビスカス
284,白菜
285,パクチー
286,薄力粉
287,バジル
288,ハスカップ
289,パスタ
290,パセリ
291,バター
292,ハタハタ
293,ハチミツ
294,パッションフルーツ
295,ハト麦
296,バナナ
297,花豆
298,パパイア
299,パプリカ
300,ハマグリ
301,はまち
302,ハモ
303,パン粉
304,ピータン
305,ピーナッツ
306,ピーマン
307,ヒイラギ
308,ビール
309,ヒジキ
310,ピスタチオナッツ
311,ピタヤ
312,ひつじ肉
313,ヒヨコ豆
314,ヒラメ
315,ビワ
316,フェンネル
317,フォアグラ
318,フカヒレ
319,フキ
320,フキノトウ
321,フグ
322,豚薄切り
323,豚肉
324,豚バラ肉
325,豚ブロック
326,豚ミンチ
327,フダンソウ
328,ブドウ
329,ブナシメジ
330,冬イチゴ
331,ぶり
332,ブルーベリー
333,プルーン
334,プルピエ
335,ブロッコリー
336,プロポリス
337,ベーキングパウダー
338,ペカンナッツ
339,ヘチマ
340,ほうれん草
341,ホタテ貝
342,ホタルイカ
343,ボタンエビ
344,ホッケ
345,ホットケーキミックス
346,ポルチーニ
347,マーガリン
348,マイタケ
349,マカダミアナッツ
350,マグロ
351,マゴチ
352,マスタード
353,真鯛
354,マタタビ
355,マッシュルーム
356,マツタケ
357,松の実
358,マヨネーズ
359,マンゴー
360,みかん
361,ミズナ
362,みそ
363,ミツバ
364,ミネラルウォーター
365,ミブナ（壬生菜）
366,ミョウガ
367,ミラクルフルーツ
368,みりん
369,ミント
370,ムール貝
371,ムカゴ
372,麦茶
373,めかぶ
374,芽キャベツ
375,めざし
376,メロン
377,モズク
378,もち米
379,モモ
380,モヤシ
381,モロヘイヤ
382,ヤーコン
383,ヤギ乳
384,山芋
385,ヤリイカ
386,ヤングコーン
387,ユズ
388,ユリ根
389,ヨーグルト
390,ヨメナ
391,ヨモギ
392,ライム
393,ラッキョウ
394,ランブータン
395,リコリス
396,料理酒
397,緑茶
398,リンゴ
399,ルッコラ
400,ルバーブ
401,レーズン
402,レタス
403,レモン
404,レモングラス
405,れんこん
406,レンズ豆
407,ローズヒップティー
408,ローズマリー
409,ローヤルゼリー
410,ローリエ
411,ワカサギ
412,ワカメ
413,ワサビ
414,ワラビ